origin country,latitude,longitude,km depth,lower yield,upper yield,purpose,name,type,date
USSR,50.0,78.0,0.0,16.0,16.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,9.0,9.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,16.0,16.0,Weapons related,Nan,ATMOSPH,1961
USSR,48.45,44.3,0.0,11.0,11.0,Weapons effects testing,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,1.1,1.1,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.38,0.38,Safety experiment,Nan,SURFACE,1961
USSR,74.2,52.5,0.0,2700.0,2700.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,12.0,12.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.88,0.88,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.3,0.3,Weapons related,Nan,ATMOSPH,1961
USSR,74.2,52.1,0.0,1150.0,1150.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,6.0,6.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.4,0.4,Weapons related,Nan,SURFACE,1961
USSR,74.6,51.1,0.0,1200.0,1200.0,Weapons related,Nan,ATMOSPH,1961
USA,37.0,-116.0,0.45,2.6,2.6,Weapons related,Antler,TUNNEL,1961
USSR,74.0,51.9,0.0,830.0,830.0,Weapons related,Nan,ATMOSPH,1961
USA,37.0,-116.0,0.1,0.0,20.0,Weapons related,Shrew,SHAFT,1961
USSR,50.0,78.0,0.0,20.0,150.0,Weapons related,Nan,ATMOSPH,1961
USSR,74.0,52.0,0.0,1000.0,1000.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.004,0.004,Safety experiment,Nan,SURFACE,1961
USSR,50.0,78.0,0.0,0.75,0.75,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.03,0.03,Safety experiment,Nan,SURFACE,1961
USSR,50.0,78.0,0.0,4.8,4.8,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,150.0,1500.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.8,0.8,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,260.0,260.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,1.2,1.2,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,3.0,3.0,Weapons related,Nan,ATMOSPH,1961
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Boomer,SHAFT,1961
USSR,73.0,55.0,0.0,250.0,250.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,13.0,13.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.7,53.8,0.0,1500.0,10000.0,Weapons related,Nan,ATMOSPH,1961
USSR,74.3,51.6,0.0,4000.0,4000.0,Weapons related,Nan,ATMOSPH,1961
USSR,48.0,46.0,0.0,40.0,40.0,Weapons effects testing,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,15.0,15.0,Weapons related,Nan,ATMOSPH,1961
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Chena,TUNNEL,1961
USSR,50.0,77.7,0.0,1.0,1.0,Flight (missile) system tests,Nan,TUNNEL,1961
USSR,50.0,78.0,0.0,15.0,15.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,6.6,6.6,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.8,53.2,0.0,1450.0,1450.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.9,53.8,0.0,12500.0,12500.0,Weapons related,Nan,ATMOSPH,1961
USSR,70.7,53.5,0.0,4.8,4.8,Weapons effects testing,Nan,UW,1961
USSR,73.0,55.0,0.0,300.0,300.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.5,0.5,Flight (missile) system tests,Nan,ATMOSPH,1961
USSR,70.7,53.5,0.0,16.0,16.0,Weapons effects testing,Nan,WATERSUR,1961
USSR,48.0,46.0,0.0,1.2,1.2,Weapons effects testing,Nan,SPACE,1961
USSR,48.0,46.0,0.0,1.2,1.2,Weapons effects testing,Nan,SPACE,1961
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Mink,SHAFT,1961
USSR,50.0,78.0,0.0,0.09,0.09,Weapons effects testing,Nan,ATMOSPH,1961
USSR,73.8,53.5,0.0,50000.0,50000.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.6,56.2,0.0,5000.0,5000.0,Weapons related,Nan,ATMOSPH,1961
USSR,75.1,56.7,0.0,150.0,1500.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,2.7,2.7,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,120.0,120.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,280.0,280.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.6,0.6,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,SURFACE,1961
USSR,50.0,78.0,0.0,0.9,0.9,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,15.0,15.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.7,55.7,0.0,150.0,1500.0,Weapons related,Nan,ATMOSPH,1961
USSR,73.0,55.0,0.0,6.0,6.0,Weapons related,Nan,ATMOSPH,1961
USSR,50.0,78.0,0.0,0.2,0.2,Weapons related,Nan,SURFACE,1961
FRANCE,24.0,5.0,0.0,0.0,20.0,Weapons related,Agathe,GALLERY,1961
USA,37.0,-116.0,0.0,13.4,13.4,Weapons related,Fisher,SHAFT,1961
USA,32.25,-104.14,0.0,3.0,3.0,Unknown classification,Gnome,SHAFT,1961
USA,37.0,-116.0,0.2,0.5,0.5,Weapons related,Mad,SHAFT,1961
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Ringtail,SHAFT,1961
USA,37.0,-116.0,0.25,0.15,0.15,Weapons related,Feather,TUNNEL,1961
USA,37.0,-116.2,0.0,5.1,5.1,Weapons related,Stoat,SHAFT,1962
USA,36.7,-116.1,0.0,6.4,6.4,Weapons related,Agouti,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Dormouse,SHAFT,1962
USSR,49.7,78.1,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1962
USA,37.0,-116.0,0.2,3.07,3.07,Weapons related,Stillwater,SHAFT,1962
USA,37.0,-116.0,0.25,7.1,7.1,Weapons related,Armadillo,SHAFT,1962
USA,37.0,-116.0,0.3,5.7,5.7,Weapons effects testing,Hardhat,SHAFT,1962
USA,37.0,-116.0,0.15,1.9,1.9,Weapons related,Chinchilla,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Codsaw,SHAFT,1962
USA,37.0,-116.0,0.0,11.9,11.9,Weapons related,Cimarron,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Platypus,SHAFT,1962
UK,37.0,-116.0,0.0,9.5,9.5,Weapons related,Pampas,SHAFT,1962
USA,37.0,-116.0,0.03,0.43,0.43,Weapons effects testing,Danny Boy,CRATER,1962
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Ermine,SHAFT,1962
USA,37.0,-116.0,0.0,8.4,8.4,Weapons related,Brazos,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hognose,SHAFT,1962
USA,37.0,-116.0,0.0,3.4,3.4,Weapons related,Hoosic,SHAFT,1962
USA,37.0,-116.0,0.15,0.0,20.0,Weapons related,Chinchilla:Ii,SHAFT,1962
USA,37.0,-116.0,0.0,10.6,10.6,Weapons related,Dormouse Prime,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Passaic,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hudson,SHAFT,1962
USA,37.0,-116.0,0.2,1.85,1.85,Weapons related,Platte,TUNNEL,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Dead,SHAFT,1962
USA,2.0,-157.0,0.0,190.0,190.0,Weapons related,Adobe,AIRDROP,1962
USA,2.0,-157.0,0.0,410.0,410.0,Weapons related,Aztec,AIRDROP,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Black,SHAFT,1962
FRANCE,23.8,5.4,0.0,20.0,150.0,Weapons related,Beryl,GALLERY,1962
USA,2.0,-157.0,0.0,1090.0,1090.0,Weapons related,Arkansas,AIRDROP,1962
USA,2.0,-157.0,0.0,670.0,670.0,Weapons related,Questa,AIRDROP,1962
USA,37.046,-116.025,0.0,0.0,20.0,Weapons related,Paca,SHAFT,1962
USA,2.0,-157.0,0.0,100.0,100.0,Weapons related,Yukon,AIRDROP,1962
USA,2.0,-157.0,0.0,100.0,100.0,Weapons related,Mesilla,AIRDROP,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Arikaree,SHAFT,1962
USA,2.0,-157.0,0.0,50.0,50.0,Weapons related,Muskegon,AIRDROP,1962
USA,31.233,-124.217,0.0,0.0,20.0,Weapons effects testing,Swordfish,UW,1962
USA,2.0,-157.0,0.0,500.0,500.0,Weapons related,Encino,AIRDROP,1962
USA,37.065,-116.03,0.0,40.0,40.0,Weapons related,Aardvark,SHAFT,1962
USA,2.0,-157.0,0.0,97.0,97.0,Weapons related,Swanee,AIRDROP,1962
USA,37.122,-116.047,0.0,4.5,4.5,Weapons related,Eel,SHAFT,1962
USA,2.0,-157.0,0.0,73.0,73.0,Weapons related,Chetco,AIRDROP,1962
USA,37.125,-116.052,0.0,0.0,20.0,Weapons related,White,SHAFT,1962
USA,2.0,-157.0,0.0,2.6,2.6,Weapons related,Tanana,AIRDROP,1962
USA,2.0,-157.0,0.0,43.0,43.0,Weapons related,Nambe,AIRDROP,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Raccoon,SHAFT,1962
USA,37.0,-116.0,0.3,0.0,20.0,Weapons related,Packrat,SHAFT,1962
USA,2.0,-157.0,0.0,782.0,782.0,Weapons related,Alma,AIRDROP,1962
USA,2.0,-157.0,0.0,210.0,210.0,Weapons related,Truckee,AIRDROP,1962
USA,2.0,-157.0,0.0,3000.0,3000.0,Weapons related,Yeso,AIRDROP,1962
USA,2.0,-157.0,0.0,1200.0,1200.0,Weapons related,Harlem,AIRDROP,1962
USA,37.0,-116.0,0.0,2.9,2.9,Weapons related,Des Moines,TUNNEL,1962
USA,2.0,-157.0,0.0,800.0,800.0,Weapons related,Rinconada,AIRDROP,1962
USA,2.0,-157.0,0.0,52.0,52.0,Weapons related,Dulce,AIRDROP,1962
USA,2.0,-157.0,0.0,2.2,2.2,Weapons related,Petit,AIRDROP,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Daman: I,SHAFT,1962
USA,2.0,-157.0,0.0,81.5,81.5,Weapons related,Otowi,AIRDROP,1962
USA,2.0,-157.0,0.0,7650.0,7650.0,Weapons related,Bighorn,AIRDROP,1962
USA,37.0,-116.0,0.45,67.0,67.0,Weapons related,Haymaker,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Marshmallow,TUNNEL,1962
USA,2.0,-157.0,0.0,1270.0,1270.0,Weapons related,Bluestone,AIRDROP,1962
USA,37.0,-116.0,0.15,0.0,20.0,Weapons related,Sacramento,SHAFT,1962
USA,37.177,-116.045,0.0,104.0,104.0,Unknown classification,Sedan,CRATER,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Littlefeller:Ii,SURFACE,1962
USA,16.45,-169.32,-400.0,1400.0,1400.0,Weapons effects testing,Starfish Prime,ROCKET,1962
USA,2.0,-157.0,0.0,1000.0,1000.0,Weapons related,Sunset,AIRDROP,1962
USA,2.0,-157.0,0.0,3880.0,3880.0,Weapons related,Pamlico,AIRDROP,1962
USA,37.0,-116.0,0.0,0.5,0.5,Weapons effects testing,Johnnie Boy,CRATER,1962
USA,37.055,-116.033,0.0,20.0,200.0,Weapons related,Merrimac,SHAFT,1962
USA,36.8,-115.925,0.0,0.0,20.0,Weapons effects testing,Smallboy,TOWER,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Littlefeller:!,SURFACE,1962
USA,37.13,-116.064,0.0,0.0,20.0,Weapons related,Wichita,SHAFT,1962
USSR,50.0,78.0,0.0,2.4,2.4,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,1.6,1.6,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,3.8,3.8,Weapons related,Nan,ATMOSPH,1962
USSR,74.2,52.5,0.0,21100.0,21100.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,9.9,9.9,Weapons related,Nan,SURFACE,1962
USSR,73.0,55.0,0.0,150.0,1500.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,7.4,7.4,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,5.8,5.8,Weapons related,Nan,ATMOSPH,1962
USSR,74.3,51.5,0.0,2800.0,2800.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,20.0,150.0,Weapons related,Nan,ATMOSPH,1962
USSR,74.0,53.3,0.0,1600.0,1600.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,6.0,6.0,Weapons related,Nan,WATER SU,1962
USSR,50.0,78.0,0.0,3.0,3.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,2.5,2.5,Weapons related,Nan,ATMOSPH,1962
USA,37.13,-116.009,0.0,0.0,20.0,Weapons related,York,SHAFT,1962
USA,37.046,-116.024,0.0,0.0,20.0,Weapons related,Bobac,SHAFT,1962
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,1500.0,10000.0,Weapons related,Nan,ATMOSPH,1962
USSR,74.7,50.3,0.0,4200.0,4200.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,11.0,11.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,2.7,2.7,Flight (missile) system tests,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,80.0,80.0,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Raritan,SHAFT,1962
USSR,73.7,53.8,0.0,1900.0,1900.0,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hyrax,SHAFT,1962
USSR,74.4,51.5,0.0,3100.0,3100.0,Weapons related,Nan,ATMOSPH,1962
USSR,74.2,51.6,0.0,3250.0,3250.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.2,54.7,0.0,1350.0,1350.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.8,53.8,0.0,1500.0,10000.0,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Peba,SHAFT,1962
USSR,73.0,55.0,0.0,2400.0,2400.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,0.21,0.21,Safety experiment,Nan,SURFACE,1962
USSR,50.0,78.0,0.0,1.2,1.2,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,7.0,7.0,Weapons related,Nan,SURFACE,1962
USSR,73.7,55.0,0.0,19100.0,19100.0,Weapons related,Nan,ATMOSPH,1962
USSR,74.3,52.4,0.0,10000.0,50000.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,1.3,1.3,Flight (missile) system tests,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Allegheny,SHAFT,1962
USA,16.45,-169.32,0.0,75.0,75.0,Weapons related,Androscoggin,AIRDROP,1962
USA,37.0,-116.0,0.0,115.0,115.0,Weapons related,Mississippi,SHAFT,1962
USA,16.45,-169.32,0.0,11.3,11.3,Weapons related,Bumping,AIRDROP,1962
USSR,73.0,55.0,0.0,320.0,320.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,8.0,8.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,15.0,15.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,9.2,9.2,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Roanoke,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Wolverine,SHAFT,1962
USSR,50.0,78.0,0.0,4.9,4.9,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,ATMOSPH,1962
USA,16.45,-169.32,0.0,1590.0,1590.0,Weapons related,Chama,AIRDROP,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Tioga,SHAFT,1962
USA,37.0,-116.0,0.0,12.5,12.5,Weapons related,Bandicoot,SHAFT,1962
USSR,50.0,78.0,0.0,6.7,6.7,Weapons related,Nan,ATMOSPH,1962
USA,16.45,-169.32,0.0,0.0,20.0,Weapons effects testing,Checkmate,ROCKET,1962
USSR,48.0,46.0,0.0,300.0,300.0,Weapons effects testing,Nan,SPACE,1962
USSR,73.4,54.9,0.0,8200.0,8200.0,Weapons related,Nan,ATMOSPH,1962
USA,16.45,-169.32,0.0,200.0,1000.0,Weapons effects testing,Bluegill:3 Prim,ROCKET,1962
USSR,73.0,55.0,0.0,260.0,260.0,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Santee,SHAFT,1962
USA,16.45,-169.32,0.0,800.0,800.0,Weapons related,Calamity,AIRDROP,1962
USSR,50.0,78.0,0.0,7.8,7.8,Weapons related,Nan,ATMOSPH,1962
USSR,48.0,46.0,0.0,300.0,300.0,Weapons effects testing,Nan,SPACE,1962
USSR,50.0,78.0,0.0,7.8,7.8,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,360.0,360.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,1.2,1.2,Weapons related,Nan,SURFACE,1962
USSR,73.0,55.0,0.0,280.0,280.0,Weapons related,Nan,ATMOSPH,1962
USA,16.45,-169.32,0.0,8300.0,8300.0,Weapons related,Housatonic,AIRDROP,1962
USSR,50.0,78.0,0.0,10.0,10.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,3.0,3.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,240.0,240.0,Weapons related,Nan,ATMOSPH,1962
USSR,48.0,46.0,0.0,300.0,300.0,Weapons effects testing,Nan,ATMOSPH,1962
USA,16.45,-169.32,0.0,200.0,1000.0,Weapons effects testing,Kingfish,ROCKET,1962
USSR,73.0,55.0,0.0,390.0,390.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,45.0,45.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,4.7,4.7,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,8.4,8.4,Weapons related,Nan,ATMOSPH,1962
USA,16.45,-169.32,0.0,0.0,20.0,Weapons effects testing,Tightrope,ROCKET,1962
USSR,50.0,78.0,0.0,0.4,0.4,Weapons effects testing,Nan,SURFACE,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,St.Lawrence,SHAFT,1962
USSR,50.0,78.0,0.0,0.1,0.1,Weapons related,Nan,SURFACE,1962
USSR,50.0,78.0,0.0,0.0,0.001,Weapons related,Nan,SURFACE,1962
USSR,50.0,78.0,0.0,12.0,12.0,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gundi,SHAFT,1962
USSR,50.0,78.0,0.0,18.0,18.0,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,SURFACE,1962
USSR,50.0,78.0,0.0,0.031,0.031,Safety experiment,Nan,SURFACE,1962
USA,37.0,-116.0,0.0,0.0,20.0,Unknown classification,Anacostia,SHAFT,1962
USSR,50.0,78.0,0.0,2.4,2.4,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Taunton,SHAFT,1962
UK,37.1,-116.0,0.0,0.0,20.0,Weapons related,Tendrac,SHAFT,1962
USA,74.3,52.4,0.0,0.0,20.0,Weapons related,Madison,TUNNEL,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Numbat,SHAFT,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Manatee,SHAFT,1962
USSR,73.0,55.0,0.0,110.0,110.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,69.0,69.0,Flight (missile) system tests,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,8.3,8.3,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,6.3,6.3,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,430.0,430.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,8.3,8.3,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,2.4,2.4,Weapons related,Nan,ATMOSPH,1962
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,SURFACE,1962
USSR,50.0,78.0,0.0,0.007,0.007,Safety experiment,Nan,SURFACE,1962
USSR,50.0,78.0,0.0,0.028,0.028,Safety experiment,Nan,SURFACE,1962
USSR,74.2,52.3,0.0,24200.0,24200.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.6,57.5,0.0,1100.0,1100.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.4,56.5,0.0,3100.0,3100.0,Weapons related,Nan,ATMOSPH,1962
USSR,73.0,55.0,0.0,8.5,8.5,Weapons related,Nan,ATMOSPH,1962
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Casselman,SHAFT,1963
USA,37.0,-116.0,0.3,0.0,20.0,Weapons related,Acushi,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Ferret,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hatchie,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Chipmunk,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Carmel,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Unknown classification,Kaweah,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Jerboa,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Toyah,SHAFT,1963
FRANCE,24.0,5.0,0.0,0.0,20.0,Weapons related,Emeraude,GALLERY,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gerbil,SHAFT,1963
FRANCE,24.0,5.0,0.0,0.0,5.0,Weapons related,Amethyste,GALLERY,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Ferret Prime,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Coypu,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Cumberland,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Kootanai,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Paisano,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gundi Prime,SHAFT,1963
USA,37.0,-115.0,0.0,0.0,0.0,Transportation,Double Tracks,SURFACE,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Harkee,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Tejon,SHAFT,1963
USA,37.1,-116.0,0.0,20.0,200.0,Weapons related,Stones,SHAFT,1963
USA,37.0,-115.0,0.0,0.0,0.0,Transportation,Clean Slate:I,SURFACE,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Pleasant,SHAFT,1963
USA,37.0,-115.0,0.0,0.0,0.0,Transportation,Clean Slate:Ii,SURFACE,1963
USA,37.2,-116.2,0.0,3.1,3.1,Weapons related,Yuba,TUNNEL,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hutia,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Apshapa,SHAFT,1963
USA,37.0,-115.0,0.0,0.0,0.0,Transportation,Clean Slate:Iii,SURFACE,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Mataco,SHAFT,1963
USA,37.1,-116.1,0.0,0.0,20.0,Weapons related,Kennebec,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Pekan,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Satsop,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Natches/Kohocto,SHAFT,1963
USA,37.2,-116.1,0.0,0.0,20.0,Weapons related,Ahtanum,SHAFT,1963
USA,37.1,-116.0,0.0,249.0,249.0,Weapons related,Eilby,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Carp,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Narraguagus,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Grunion,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Unknown classification,Tornillo,SHAFT,1963
USA,37.0,-116.0,0.6,20.0,200.0,Weapons related,Clearwater,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Mullet,SHAFT,1963
FRANCE,24.1,5.1,0.0,0.0,150.0,Weapons related,Rubis,GALLERY,1963
USA,39.2,-118.38,0.0,12.0,12.0,Unknown classification,Shoal,SHAFT,1963
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Anchovy,SHAFT,1963
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Mustang,SHAFT,1963
USA,37.1,-116.0,0.0,20.0,200.0,Weapons related,Greys,SHAFT,1963
USA,36.9,-116.3,0.0,0.0,20.0,Weapons related,Sardine/Barracu,SHAFT,1963
USA,37.1,-115.9,0.0,5.3,5.3,Weapons related,Eagle,SHAFT,1963
USA,37.0,-116.0,0.0,10.0,20.0,Weapons related,Tuna,SHAFT,1963
USA,37.1,-116.0,0.0,20.0,200.0,Weapons related,Fore,SHAFT,1964
USA,37.1,-116.0,0.0,10.5,10.5,Weapons related,Ocokto,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Club,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Solendon,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bunker,SHAFT,1964
FRANCE,24.054,5.053,0.0,0.0,5.0,Weapons related,Opale,GALLERY,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bonefish,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Mackarel,SHAFT,1964
USA,37.2,-116.0,0.0,20.0,200.0,Unknown classification,Klickitat,SHAFT,1964
